device_type,browser,operating_system,page_views,session_duration,age,abandoned_cart,user_category,marketing_target
0,3,0,8,228,18,0,1,1
0,1,0,9,146,18,0,1,1
1,1,4,5,96,18,0,1,1
2,0,2,5,71,18,0,1,1
1,1,3,3,166,18,0,1,1
2,1,2,6,69,18,0,1,1
1,3,4,10,52,18,0,1,1
0,2,4,8,287,18,0,1,1
0,2,0,10,38,18,0,1,1
0,3,1,9,166,39,1,2,1
2,3,4,7,219,39,1,2,1
1,0,2,3,76,39,1,2,1
2,1,1,9,44,39,1,2,1
0,2,3,8,284,39,1,2,1
1,2,1,5,41,39,1,2,1
0,3,3,3,250,39,1,2,1
0,0,0,10,60,39,1,2,1
0,3,2,3,113,39,1,2,1
2,2,1,9,217,39,1,2,1
1,0,0,10,280,64,1,1,1
1,2,1,5,252,64,1,1,1
2,0,4,7,103,64,1,1,1
2,2,4,6,37,64,1,1,1
0,0,3,3,154,64,1,1,1
0,2,0,3,33,64,1,1,1
1,1,4,10,63,20,0,0,1
0,1,3,3,225,20,0,0,1
2,0,4,4,256,20,0,0,1
1,2,3,4,207,20,0,0,1
2,3,3,4,81,20,0,0,1
1,3,1,5,105,41,0,2,2
0,2,3,6,282,41,0,2,2
1,3,4,9,79,41,0,2,2
2,3,1,9,34,41,0,2,2
0,1,2,5,177,41,0,2,2
0,3,0,5,115,41,0,2,2
1,0,3,6,237,41,0,2,2
2,2,0,6,162,41,0,2,2
1,2,0,6,53,41,0,2,2
0,1,4,9,75,41,0,2,2
2,0,0,8,68,41,0,2,2
1,2,3,7,145,41,0,2,2
1,0,1,6,293,41,0,2,2
0,3,3,7,40,41,0,2,2
1,3,3,5,171,41,0,2,2
0,0,1,6,238,22,1,1,1
1,1,1,9,290,22,1,1,1
2,2,0,3,205,22,1,1,1
2,0,1,5,61,22,1,1,1
1,0,3,8,272,22,1,1,1
0,1,2,3,266,22,1,1,1
0,0,3,3,127,22,1,1,1
1,1,3,4,66,22,1,1,1
1,0,0,7,74,22,1,1,1
0,1,1,5,176,22,1,1,1
0,0,1,3,174,22,1,1,1
2,3,0,8,120,32,1,1,1
1,3,3,6,274,32,1,1,1
1,1,3,3,28,32,1,1,1
1,0,4,8,207,32,1,1,1
1,1,2,5,89,32,1,1,1
0,0,0,4,119,32,1,1,1
1,3,1,10,245,47,1,2,3
1,3,2,9,64,47,1,2,3
1,1,1,3,105,47,1,2,3
1,0,2,8,197,47,1,2,3
2,3,1,3,95,47,1,2,3
1,1,2,4,224,47,1,2,3
2,0,0,6,177,48,1,1,1
2,0,3,6,247,48,1,1,1
1,0,3,10,148,48,1,1,1
1,0,0,8,202,48,1,1,1
2,0,0,3,274,48,1,1,1
1,1,2,6,155,48,1,1,1
1,2,0,8,161,48,1,1,1
2,2,2,10,161,48,1,1,1
1,3,1,8,55,48,1,1,1
1,3,3,10,90,48,1,1,1
1,0,0,5,293,48,1,1,1
1,1,3,5,147,48,1,1,1
0,3,4,5,279,48,1,1,1
1,0,3,9,244,69,1,0,1
0,3,0,10,130,69,1,0,1
2,1,4,7,243,69,1,0,1
1,1,4,5,275,69,1,0,1
2,0,0,10,109,69,1,0,1
0,0,4,6,144,69,1,0,1
2,0,4,3,129,69,1,0,1
2,2,3,3,189,69,1,0,1
1,2,0,7,176,69,1,0,1
0,2,0,10,112,69,1,0,1
0,3,2,8,89,69,1,0,1
1,0,3,8,73,69,1,0,1
2,3,1,5,226,69,1,0,1
1,3,2,8,133,69,1,0,1
2,0,2,9,64,69,1,0,1
1,3,1,7,21,44,1,0,1
0,3,0,5,59,44,1,0,1
0,1,1,10,281,44,1,0,1
0,0,2,9,43,44,1,0,1
1,0,3,7,266,44,1,0,1
0,0,0,5,63,44,1,0,1
2,3,2,4,245,24,0,0,1
0,0,4,10,212,24,0,0,1
0,3,3,4,217,24,0,0,1
2,3,2,5,137,24,0,0,1
1,0,0,9,25,24,0,0,1
2,2,3,4,36,24,0,0,1
2,1,2,4,216,24,0,0,1
2,2,1,5,115,24,0,0,1
1,2,3,8,117,24,0,0,1
1,0,1,4,106,24,0,0,1
2,0,1,3,185,24,0,0,1
0,3,3,6,23,29,1,1,3
0,3,2,7,297,29,1,1,3
1,2,0,5,70,29,1,1,3
1,0,1,7,166,29,1,1,3
0,0,3,7,31,29,1,1,3
1,0,4,3,200,29,1,1,3
0,1,0,3,112,29,1,1,3
2,3,2,9,255,29,1,1,3
2,3,4,9,241,29,1,1,3
1,0,1,8,184,29,1,1,3
2,0,3,6,293,29,1,1,3
0,0,2,10,64,18,0,2,1
1,2,3,8,234,18,0,2,1
0,3,4,5,183,18,0,2,1
2,1,1,7,162,18,0,2,1
1,1,4,8,81,18,0,2,1
0,2,4,6,85,18,0,2,1
0,3,1,8,148,58,1,0,1
1,1,0,3,148,58,1,0,1
0,3,4,8,221,58,1,0,1
1,3,3,9,106,58,1,0,1
0,3,1,6,56,58,1,0,1
1,2,2,5,174,58,1,0,1
2,2,3,9,131,58,1,0,1
2,2,4,10,241,58,1,0,1
2,3,0,6,206,58,1,0,1
2,2,4,9,263,58,1,0,1
0,2,3,5,234,58,1,0,1
2,1,1,4,21,58,1,0,1
0,1,2,7,184,58,1,0,1
0,2,3,3,20,58,1,0,1
0,0,3,6,258,58,1,0,1
2,3,1,7,113,40,1,1,1
0,2,3,9,288,40,1,1,1
2,0,1,7,135,40,1,1,1
0,0,0,4,36,40,1,1,1
2,0,3,5,231,40,1,1,1
1,3,3,3,72,40,1,1,1
1,0,2,6,25,40,1,1,1
0,1,3,8,264,40,1,1,1
0,3,1,9,170,40,1,1,1
2,0,1,5,61,36,0,0,1
2,2,1,4,182,36,0,0,1
1,1,1,4,20,36,0,0,1
2,1,0,9,175,36,0,0,1
0,2,2,10,198,36,0,0,1
2,2,2,8,126,36,0,0,1
0,0,1,4,252,36,0,0,1
0,2,2,8,297,36,0,0,1
0,3,0,10,126,36,0,0,1
2,0,2,9,178,36,0,0,1
1,1,0,6,162,36,0,0,1
1,0,4,10,254,36,1,0,1
1,1,4,9,61,36,1,0,1
2,2,4,10,186,36,1,0,1
1,2,3,6,114,36,1,0,1
0,3,2,5,241,36,1,0,1
1,1,1,4,255,36,1,0,1
0,0,4,3,37,36,1,0,1
2,2,4,8,138,36,1,0,1
2,2,0,9,196,36,1,0,1
2,1,3,7,62,36,1,0,1
1,2,3,8,242,67,0,2,1
1,1,3,6,272,67,0,2,1
2,3,1,8,242,67,0,2,1
2,2,4,8,65,67,0,2,1
1,1,3,5,251,67,0,2,1
2,2,2,6,193,67,0,2,1
2,2,0,10,119,67,0,2,1
2,1,1,3,300,48,1,1,2
2,0,2,8,108,48,1,1,2
1,0,4,10,85,48,1,1,2
1,1,1,10,169,48,1,1,2
0,2,4,6,193,48,1,1,2
0,2,4,10,189,48,1,1,2
0,3,4,10,78,48,1,1,2
0,0,1,6,21,48,1,1,2
1,3,4,7,298,48,1,1,2
1,0,3,6,71,48,1,1,2
1,2,0,5,59,48,1,1,2
2,1,0,7,240,48,1,1,2
1,3,0,5,173,48,1,1,2
0,2,3,6,215,48,1,1,2
1,2,3,8,297,48,1,1,2
0,0,3,7,194,33,1,1,1
1,2,2,7,178,33,1,1,1
2,0,3,5,119,33,1,1,1
1,1,2,4,228,33,1,1,1
2,1,2,9,76,33,1,1,1
0,1,1,7,145,33,1,1,1
0,0,0,10,126,33,1,1,1
0,1,4,7,296,33,1,1,1
0,0,0,9,227,33,1,1,1
0,2,2,7,83,33,1,1,1
2,1,0,5,279,33,1,1,1
1,3,2,3,242,45,1,1,2
2,1,3,5,300,45,1,1,2
2,0,2,8,148,45,1,1,2
1,1,2,8,237,45,1,1,2
1,2,2,5,87,45,1,1,2
1,1,3,5,128,45,1,1,2
2,1,3,6,291,45,1,1,2
1,0,3,6,110,45,1,1,2
0,2,0,4,120,45,1,1,2
1,2,0,6,65,18,1,1,1
2,2,1,9,157,18,1,1,1
2,2,1,4,73,18,1,1,1
0,1,2,10,120,18,1,1,1
1,3,3,5,37,18,1,1,1
0,2,4,3,21,18,1,1,1
1,2,2,6,187,18,1,1,1
0,1,3,4,132,18,1,1,1
0,3,4,9,290,18,1,1,1
2,1,1,4,144,18,1,1,1
0,3,2,8,129,35,0,0,1
2,3,3,6,124,35,0,0,1
1,2,0,3,274,35,0,0,1
0,2,0,9,177,35,0,0,1
2,2,0,4,83,35,0,0,1
1,0,3,3,106,35,0,0,1
1,2,0,7,164,35,0,0,1
1,3,1,3,144,35,0,0,1
1,0,1,6,51,35,0,0,1
1,2,0,4,203,35,0,0,1
1,1,2,4,56,59,1,1,1
0,3,0,9,225,59,1,1,1
2,0,2,3,154,59,1,1,1
1,2,0,6,206,59,1,1,1
1,1,4,5,155,59,1,1,1
0,2,4,8,204,18,1,1,1
1,3,1,10,269,18,1,1,1
0,2,0,6,272,18,1,1,1
1,2,4,5,237,18,1,1,1
1,1,4,9,169,18,1,1,1
0,1,1,6,144,18,1,1,1
2,0,2,9,71,18,1,1,1
1,2,0,7,169,18,1,1,1
2,3,1,9,265,18,1,1,1
1,0,1,6,265,18,1,1,1
1,1,4,7,246,40,0,0,2
2,0,4,4,195,40,0,0,2
2,0,3,9,220,40,0,0,2
1,1,3,5,213,40,0,0,2
0,1,4,5,86,40,0,0,2
1,0,1,4,39,45,0,0,1
1,1,3,6,180,45,0,0,1
0,2,3,7,204,45,0,0,1
2,1,0,5,22,45,0,0,1
0,1,1,6,51,45,0,0,1
1,0,4,10,65,45,0,0,1
1,1,0,3,177,45,0,0,1
0,2,4,7,228,45,0,0,1
2,2,4,7,90,45,0,0,1
0,1,3,8,54,45,0,0,1
1,2,3,5,277,36,1,2,2
2,2,3,8,290,36,1,2,2
1,2,0,3,288,36,1,2,2
2,1,3,9,240,36,1,2,2
2,0,4,9,239,36,1,2,2
2,2,1,6,24,36,1,2,2
1,0,4,3,36,36,1,2,2
2,3,3,5,195,18,0,0,1
0,1,3,5,24,18,0,0,1
1,3,1,8,260,18,0,0,1
0,2,3,8,197,18,0,0,1
2,2,4,9,191,18,0,0,1
2,0,0,3,117,18,0,0,1
1,2,3,8,193,18,0,0,1
0,1,4,9,279,18,0,0,1
0,2,0,3,20,18,0,0,1
2,3,2,5,238,18,0,0,1
1,3,3,10,83,27,0,0,1
1,3,4,7,35,27,0,0,1
0,2,2,5,79,27,0,0,1
2,1,4,9,135,27,0,0,1
1,3,3,10,207,27,0,0,1
1,0,2,10,207,27,0,0,1
1,2,4,6,280,27,0,0,1
2,0,4,5,180,27,0,0,1
2,1,0,3,266,27,0,0,1
1,2,1,8,220,27,0,0,1
2,0,1,9,55,27,0,0,1
0,1,2,8,49,27,1,2,1
0,2,0,10,36,27,1,2,1
1,3,1,5,168,27,1,2,1
0,2,0,6,266,27,1,2,1
0,1,3,6,202,27,1,2,1
2,1,0,10,119,27,1,2,1
0,0,3,3,134,27,1,2,1
1,0,3,4,165,27,1,2,1
1,1,4,5,297,27,1,2,1
2,1,4,7,250,27,1,2,1
0,0,3,3,62,27,1,2,1
1,3,3,7,207,27,1,2,1
0,1,0,8,28,44,1,2,2
0,2,1,5,126,44,1,2,2
1,0,2,8,54,44,1,2,2
1,0,0,8,274,44,1,2,2
2,3,2,3,176,44,1,2,2
2,2,3,7,77,44,1,2,2
2,1,3,6,225,44,1,2,2
2,2,0,4,95,44,1,2,2
1,0,0,5,153,44,1,2,2
1,1,4,5,249,44,1,2,2
2,3,0,5,278,44,1,2,2
2,0,1,7,274,44,1,2,2
0,3,3,5,203,44,1,2,2
2,1,3,4,247,44,1,2,2
2,0,3,10,151,44,1,2,2
1,3,2,8,263,27,1,2,1
2,0,4,10,146,27,1,2,1
1,2,2,4,139,27,1,2,1
1,0,3,10,299,27,1,2,1
0,3,2,5,85,27,1,2,1
0,0,2,8,239,27,1,2,1
2,3,3,8,130,27,1,2,1
2,2,4,3,106,27,1,2,1
1,3,2,10,27,27,1,2,1
1,0,0,6,277,27,1,2,1
2,1,3,6,105,27,1,2,1
1,0,1,7,189,27,1,2,1
1,1,0,3,174,27,1,2,1
0,2,2,7,297,27,1,2,1
1,2,0,4,217,43,0,2,1
1,1,4,9,233,43,0,2,1
2,2,4,3,250,43,0,2,1
2,2,4,10,195,43,0,2,1
0,0,1,5,84,43,0,2,1
2,1,3,4,161,43,0,2,1
2,0,0,3,130,43,0,2,1
1,2,4,7,124,43,0,2,1
0,3,0,3,116,43,0,2,1
1,2,0,7,191,43,0,2,1
1,2,0,9,91,43,0,2,1
0,2,0,5,167,43,0,2,1
0,1,2,8,145,22,0,1,1
0,2,4,5,168,22,0,1,1
1,1,2,3,205,22,0,1,1
2,0,4,8,194,22,0,1,1
2,2,3,4,49,22,0,1,1
1,3,4,8,271,22,0,1,1
0,0,1,9,72,22,0,1,1
0,1,1,4,189,54,1,2,1
1,3,1,8,184,54,1,2,1
0,1,3,9,74,54,1,2,1
2,0,3,8,67,54,1,2,1
0,2,4,10,288,54,1,2,1
2,0,1,10,110,54,1,2,1
0,0,3,7,102,54,1,2,1
2,2,2,4,129,54,1,2,1
0,1,1,9,94,54,1,2,1
0,1,1,4,191,54,1,2,1
2,1,1,9,173,54,1,2,1
1,0,1,6,54,54,1,2,1
0,3,1,7,214,54,1,2,1
0,2,2,7,128,54,1,2,1
1,0,3,7,103,54,1,2,1
1,3,0,10,61,34,1,0,1
0,1,2,6,238,34,1,0,1
0,0,2,9,136,34,1,0,1
1,2,3,7,234,34,1,0,1
0,2,3,8,90,34,1,0,1
2,3,1,9,103,34,1,0,1
1,3,1,3,179,34,1,0,1
1,1,0,10,293,66,0,2,1
0,3,1,6,271,66,0,2,1
0,1,4,4,23,66,0,2,1
2,0,1,7,209,66,0,2,1
2,1,1,8,118,66,0,2,1
2,3,2,9,71,66,0,2,1
1,3,1,3,138,66,0,2,1
2,0,2,4,159,66,0,2,1
2,1,0,9,162,66,0,2,1
0,3,2,10,228,66,0,2,1
1,3,0,6,181,65,1,0,1
1,1,0,3,186,65,1,0,1
2,1,2,7,100,65,1,0,1
2,1,4,10,234,65,1,0,1
2,2,3,6,82,65,1,0,1
0,0,2,6,183,65,1,0,1
1,3,3,8,145,65,1,0,1
1,3,4,7,174,65,1,0,1
1,1,4,5,163,65,1,0,1
2,2,0,8,286,65,1,0,1
2,0,2,3,154,65,1,0,1
1,1,1,9,110,65,1,0,1
0,1,2,7,93,65,1,0,1
0,3,0,7,85,65,1,0,1
2,3,0,4,256,39,1,1,1
2,0,4,3,167,39,1,1,1
0,2,4,6,100,39,1,1,1
0,1,1,6,138,39,1,1,1
2,0,3,6,45,39,1,1,1
0,3,2,10,32,39,1,1,1
0,3,4,9,21,39,1,1,1
2,2,4,4,196,39,1,1,1
1,2,0,4,83,39,1,1,1
0,0,3,9,27,39,1,1,1
1,0,3,9,118,39,1,1,1
1,1,0,10,252,35,1,1,2
1,2,1,4,295,35,1,1,2
1,0,3,3,201,35,1,1,2
2,1,1,9,119,35,1,1,2
1,1,4,4,99,35,1,1,2
1,3,1,6,205,35,1,1,2
1,1,2,8,112,35,1,1,2
1,0,1,8,206,57,0,2,2
1,2,1,10,300,57,0,2,2
1,2,2,8,89,57,0,2,2
0,3,0,10,140,57,0,2,2
2,0,0,5,261,57,0,2,2
2,0,1,10,171,57,0,2,2
1,1,2,3,157,57,0,2,2
2,3,0,8,175,57,0,2,2
0,0,4,7,278,57,0,2,2
1,0,2,6,260,57,0,2,2
1,0,2,9,249,57,0,2,2
2,3,4,8,155,57,0,2,2
0,1,0,10,299,57,0,2,2
0,3,2,8,146,57,0,2,2
1,3,3,7,24,52,1,1,1
1,0,4,6,155,52,1,1,1
2,3,1,5,93,52,1,1,1
0,1,0,6,22,52,1,1,1
1,1,0,8,20,52,1,1,1
2,0,3,4,296,52,1,1,1
2,1,1,10,136,52,1,1,1
2,0,2,7,125,52,1,1,1
1,0,2,3,78,52,1,1,1
2,2,0,10,242,42,0,2,1
2,3,1,6,296,42,0,2,1
0,3,0,6,129,42,0,2,1
1,0,1,9,177,42,0,2,1
0,0,3,5,62,42,0,2,1
0,3,4,9,275,42,0,2,1
0,1,4,3,176,42,0,2,1
1,3,4,9,232,42,0,2,1
2,2,3,4,113,42,0,2,1
2,3,1,3,197,42,0,2,1
0,1,2,7,52,60,0,1,2
0,3,2,8,31,60,0,1,2
2,1,0,8,270,60,0,1,2
0,0,3,5,44,60,0,1,2
1,1,2,7,100,60,0,1,2
1,2,3,6,298,60,0,1,2
2,3,2,3,166,60,0,1,2
0,0,1,4,216,60,0,1,2
1,3,2,3,237,60,0,1,2
0,0,4,3,151,60,0,1,2
2,2,1,10,176,60,0,1,2
2,1,0,7,300,39,1,0,2
1,2,1,8,166,39,1,0,2
0,2,0,7,219,39,1,0,2
2,3,2,5,68,39,1,0,2
2,3,1,5,89,39,1,0,2
2,3,4,6,274,39,1,0,2
0,2,4,6,279,39,1,0,2
0,0,0,3,139,39,1,0,2
1,1,1,10,40,43,0,0,1
2,0,4,6,100,43,0,0,1
2,3,2,3,57,43,0,0,1
0,1,3,6,228,43,0,0,1
0,0,4,3,145,43,0,0,1
2,1,4,5,104,43,0,0,1
0,1,1,8,26,43,0,0,1
1,0,0,8,242,43,0,0,1
2,0,4,3,109,43,0,0,1
2,1,3,4,162,43,0,0,1
1,3,0,6,261,31,0,0,2
0,2,0,10,292,31,0,0,2
0,3,0,8,148,31,0,0,2
2,0,1,4,162,31,0,0,2
0,2,4,10,277,31,0,0,2
0,2,2,10,59,31,0,0,2
1,1,1,4,191,31,0,0,2
0,0,2,4,132,58,1,0,2
0,2,4,9,25,58,1,0,2
0,3,3,9,87,58,1,0,2
1,3,4,6,208,58,1,0,2
2,3,2,10,295,58,1,0,2
1,2,1,4,266,58,1,0,2
1,3,0,4,101,58,1,0,2
2,2,2,10,79,58,1,0,2
2,2,0,5,278,58,1,0,2
1,1,4,7,243,58,1,0,2
1,2,4,7,105,47,0,1,1
2,1,0,4,137,47,0,1,1
2,1,3,9,169,47,0,1,1
1,1,0,10,166,47,0,1,1
2,1,3,6,177,47,0,1,1
2,1,4,8,59,47,0,1,1
2,2,3,9,91,47,0,1,1
1,0,3,9,170,47,0,1,1
2,3,3,3,161,47,0,1,1
0,0,3,5,70,47,0,1,1
0,1,2,3,287,50,0,2,2
0,0,3,3,195,50,0,2,2
1,2,2,6,102,50,0,2,2
0,3,2,7,198,50,0,2,2
2,1,0,8,278,50,0,2,2
0,0,2,9,181,50,0,2,2
2,3,2,4,291,50,0,2,2
0,1,3,5,221,50,0,2,2
0,0,2,7,178,50,0,2,2
2,0,2,9,90,50,0,2,2
2,2,0,9,41,50,0,2,2
0,1,3,6,58,50,0,2,2
0,1,3,7,98,50,0,2,2
2,3,0,8,126,33,0,2,1
0,0,4,7,121,33,0,2,1
2,3,1,5,127,33,0,2,1
1,1,0,9,81,33,0,2,1
1,3,1,6,259,33,0,2,1
2,0,3,7,151,33,0,2,1
2,3,0,8,195,33,0,2,1
2,1,0,7,56,33,0,2,1
0,0,4,5,220,33,0,2,1
2,3,3,4,114,33,0,2,1
1,3,4,5,259,33,0,2,1
2,3,0,8,238,33,0,2,1
1,2,2,8,82,33,0,2,1
1,3,3,10,180,33,0,2,1
0,2,1,8,124,21,1,1,1
1,2,0,6,42,21,1,1,1
1,1,3,7,237,21,1,1,1
2,1,1,10,251,21,1,1,1
0,3,3,9,139,21,1,1,1
2,2,2,10,91,18,0,2,1
0,2,1,3,122,18,0,2,1
1,1,1,8,156,18,0,2,1
0,2,2,8,185,18,0,2,1
0,2,2,6,46,18,0,2,1
2,0,1,9,132,18,0,2,1
1,0,0,3,181,18,0,2,1
0,1,1,3,47,26,0,2,1
2,1,3,9,213,26,0,2,1
0,0,2,7,112,26,0,2,1
2,3,0,7,171,26,0,2,1
2,1,0,8,291,26,0,2,1
1,1,0,6,217,26,0,2,1
1,1,3,8,74,26,0,2,1
1,3,4,10,52,26,0,2,1
2,0,4,10,143,26,0,2,1
2,1,3,7,71,26,0,2,1
1,3,4,4,298,26,0,2,1
1,2,2,9,293,26,0,2,1
0,0,0,6,232,26,0,2,1
1,1,2,5,168,26,0,2,1
1,0,3,7,281,44,1,1,3
0,3,3,7,236,44,1,1,3
0,2,1,4,177,44,1,1,3
0,0,2,3,296,44,1,1,3
2,1,1,7,284,44,1,1,3
2,2,1,9,230,44,1,1,3
2,1,4,5,110,44,1,1,3
0,1,4,4,135,44,1,1,3
0,2,0,6,224,23,0,2,3
2,1,3,10,255,23,0,2,3
1,3,1,10,296,23,0,2,3
2,2,0,5,284,23,0,2,3
1,2,1,10,110,23,0,2,3
0,2,2,3,25,23,0,2,3
1,0,1,3,88,23,0,2,3
1,0,4,3,264,23,0,2,3
0,1,3,10,293,23,0,2,3
0,1,4,4,130,23,0,2,3
1,3,3,3,173,23,0,2,3
2,2,4,7,294,23,0,2,3
2,3,3,10,280,38,0,0,2
0,0,1,10,133,38,0,0,2
2,3,2,5,197,38,0,0,2
2,3,3,7,20,38,0,0,2
1,1,4,7,84,38,0,0,2
1,2,3,9,249,38,0,0,2
0,1,0,5,207,38,0,0,2
0,1,4,7,254,38,0,0,2
0,0,2,5,177,38,0,0,2
2,0,3,10,237,38,0,0,2
2,3,0,3,283,38,0,0,2
1,0,4,6,31,38,0,0,2
2,0,1,6,175,38,0,0,2
0,3,1,6,266,38,0,0,2
2,3,3,6,88,38,0,0,2
1,1,1,6,112,67,0,1,1
0,1,1,6,216,67,0,1,1
2,2,3,3,168,67,0,1,1
2,0,4,5,46,67,0,1,1
0,2,1,6,293,67,0,1,1
2,0,0,4,179,67,0,1,1
1,2,2,10,119,58,1,2,1
1,2,1,5,79,58,1,2,1
1,0,3,3,206,58,1,2,1
0,2,3,4,95,58,1,2,1
0,1,1,10,178,58,1,2,1
2,0,3,8,166,58,1,2,1
0,2,4,8,207,58,1,2,1
2,0,0,10,177,58,1,2,1
0,1,0,6,99,58,1,2,1
1,3,0,8,243,58,1,2,1
2,1,3,8,126,58,1,2,1
0,3,4,6,185,58,1,2,1
1,3,2,6,288,58,1,2,1
2,0,3,4,267,64,1,2,1
0,2,1,10,87,64,1,2,1
2,2,2,10,136,64,1,2,1
0,1,3,5,124,64,1,2,1
2,2,1,6,249,64,1,2,1
1,3,0,4,157,64,1,2,1
2,1,0,3,224,64,1,2,1
1,0,0,5,211,64,1,2,1
0,2,2,4,125,30,0,1,3
2,2,1,9,261,30,0,1,3
1,3,2,3,288,30,0,1,3
0,1,3,3,180,30,0,1,3
0,0,2,4,170,30,0,1,3
1,2,1,3,228,30,0,1,3
2,0,0,4,157,30,0,1,3
0,0,0,10,121,30,0,1,3
2,3,4,6,218,30,0,1,3
2,1,2,8,90,30,0,1,3
2,0,3,10,243,30,0,1,3
1,3,2,8,222,30,0,1,3
1,2,1,9,242,30,0,1,3
2,0,0,4,153,39,0,2,1
0,1,3,8,128,39,0,2,1
1,0,4,6,185,39,0,2,1
2,3,3,4,179,39,0,2,1
1,0,0,10,171,39,0,2,1
2,2,4,7,33,46,1,1,1
2,3,2,9,289,46,1,1,1
2,0,2,7,244,46,1,1,1
0,3,2,5,231,46,1,1,1
1,0,2,3,134,46,1,1,1
0,1,1,4,255,46,1,1,1
0,1,3,4,143,46,1,1,1
2,1,3,9,110,46,1,1,1
0,0,0,3,247,46,1,1,1
1,2,2,7,187,46,1,1,1
0,1,4,10,199,46,1,1,1
0,3,0,8,214,46,1,1,1
1,0,4,10,168,21,0,2,1
0,3,1,5,217,21,0,2,1
0,2,3,10,87,21,0,2,1
2,0,1,9,273,21,0,2,1
2,0,3,10,230,21,0,2,1
1,2,2,3,26,21,0,2,1
2,0,0,3,23,21,0,2,1
2,2,3,10,183,21,0,2,1
1,2,0,3,229,21,0,2,1
2,2,1,3,212,21,0,2,1
2,3,2,7,239,21,0,2,1
0,0,0,9,142,21,0,2,1
0,0,3,4,211,21,0,2,1
1,3,4,5,186,70,1,2,1
1,2,2,8,259,70,1,2,1
2,1,3,6,190,70,1,2,1
0,1,1,9,103,70,1,2,1
1,2,4,5,176,70,1,2,1
0,2,2,4,30,70,1,2,1
0,1,4,10,84,70,1,2,1
0,0,4,7,145,70,1,2,1
0,2,0,3,162,44,0,1,1
0,1,1,6,158,44,0,1,1
0,0,2,4,195,44,0,1,1
2,0,4,5,238,44,0,1,1
1,0,0,9,164,44,0,1,1
0,2,2,9,143,44,0,1,1
0,0,0,8,191,44,0,1,1
2,2,3,3,115,44,0,1,1
2,1,3,7,83,44,0,1,1
1,0,1,3,236,44,0,1,1
0,1,3,10,199,44,0,1,1
0,0,4,3,52,44,0,1,1
2,0,2,3,131,30,1,2,1
1,2,3,9,257,30,1,2,1
2,3,0,4,201,30,1,2,1
0,3,2,7,148,30,1,2,1
0,2,4,5,162,30,1,2,1
1,0,3,8,241,30,1,2,1
1,2,1,8,87,30,1,2,1
2,1,4,5,250,30,1,2,1
2,3,1,5,239,30,1,0,1
2,1,0,10,85,30,1,0,1
0,2,4,6,183,30,1,0,1
1,2,4,6,38,30,1,0,1
0,2,3,4,28,30,1,0,1
2,1,1,7,137,30,1,0,1
1,2,3,3,281,30,1,0,1
0,3,3,5,99,30,1,0,1
2,1,4,4,185,30,1,0,1
1,0,3,6,37,30,1,0,1
1,2,4,3,43,30,1,0,1
1,0,2,6,73,30,1,0,1
0,1,4,4,205,30,1,0,1
0,1,2,8,123,30,1,0,1
1,2,0,4,241,38,1,0,1
2,0,4,9,228,38,1,0,1
2,1,1,10,158,38,1,0,1
1,0,4,10,190,38,1,0,1
0,3,1,3,153,38,1,0,1
0,3,2,10,209,38,1,0,1
0,1,2,8,262,38,1,0,1
1,2,1,8,79,38,1,0,1
0,0,4,4,192,38,1,0,1
0,2,1,10,100,38,1,0,1
2,2,2,10,41,38,1,0,1
2,1,4,6,87,38,1,0,1
0,3,4,7,53,38,1,0,1
2,0,3,7,156,38,1,0,1
0,3,2,8,254,23,1,2,1
2,3,3,3,143,23,1,2,1
1,2,4,7,282,23,1,2,1
2,2,4,10,121,23,1,2,1
1,1,1,8,166,23,1,2,1
1,2,1,8,21,23,1,2,1
1,2,4,8,222,23,1,2,1
2,3,1,9,203,23,1,2,1
2,1,3,10,285,63,1,2,3
0,3,1,8,95,63,1,2,3
2,0,1,4,224,63,1,2,3
1,2,2,10,186,63,1,2,3
0,1,3,4,120,63,1,2,3
2,1,1,4,257,63,1,2,3
0,3,4,10,263,63,1,2,3
0,1,1,7,234,63,1,2,3
1,0,3,10,159,63,1,2,3
1,1,4,10,250,63,1,2,3
0,3,4,9,263,63,1,2,3
2,3,1,10,35,56,0,0,1
2,1,0,8,202,56,0,0,1
0,1,3,8,141,56,0,0,1
1,1,0,9,28,56,0,0,1
1,2,2,10,42,56,0,0,1
1,0,2,9,121,56,0,0,1
2,2,0,5,153,56,0,0,1
2,3,0,10,252,56,0,0,1
1,2,4,7,253,61,0,1,1
2,2,2,4,268,61,0,1,1
0,0,3,6,261,61,0,1,1
0,2,4,9,277,61,0,1,1
0,1,3,8,83,61,0,1,1
2,1,3,10,39,61,0,1,1
1,3,4,8,43,61,0,1,1
2,1,3,9,95,61,0,1,1
0,2,2,9,237,61,0,1,1
0,1,2,3,158,61,0,1,1
0,3,1,6,287,39,0,0,2
0,3,3,9,258,39,0,0,2
0,3,2,9,239,39,0,0,2
0,0,0,3,109,39,0,0,2
2,3,4,8,105,39,0,0,2
0,2,2,9,172,39,0,0,2
2,0,3,10,212,39,0,0,2
0,1,2,4,178,39,0,0,2
2,1,1,5,123,39,0,0,2
0,2,1,3,288,39,0,0,2
0,1,4,8,224,58,1,1,1
2,2,2,7,127,58,1,1,1
2,3,1,10,38,58,1,1,1
2,0,4,7,133,58,1,1,1
1,1,4,6,119,58,1,1,1
1,3,3,7,223,58,1,1,1
